"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-11-20,1,2024-11-17,0.01,3680.91,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.025,3707.225,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.05,3717.85,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.1,3728.8,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.15,3746.4,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.2,3762.8,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.25,3778,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.3,3790,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.35,3795.65,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.4,3798.6,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.45,3807.2,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.5,3814.5,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.55,3822,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.6,3827.8,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.65,3840,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.7,3848.3,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.75,3851.5,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.8,3863,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.85,3872.3,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.9,3887.3,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.95,3922.2,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.975,3949.55,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.99,3972.18,"quantile","ILI incidence","AT"
2024-11-20,1,2024-11-17,0.01,207.99,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.025,222.475,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.05,224,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.1,230,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.15,235,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.2,236,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.25,238,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.3,239.7,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.35,242,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.4,244,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.45,245,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.5,248,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.55,249,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.6,251,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.65,252.35,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.7,255.3,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.75,257,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.8,261.2,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.85,263.15,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.9,270.1,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.95,273.1,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.975,276.05,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.99,281.01,"quantile","ILI incidence","BE"
2024-11-20,1,2024-11-17,0.01,2,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.025,3.475,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.05,4,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.1,5,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.15,5,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.2,6,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.25,6,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.3,6.7,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.35,7,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.4,7.6,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.45,8,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.5,8,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.55,8,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.6,9,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.65,9,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.7,9,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.75,10,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.8,10,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.85,11,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.9,12,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.95,13,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.975,14,"quantile","ILI incidence","HR"
2024-11-20,1,2024-11-17,0.99,14.01,"quantile","ILI incidence","HR"
